"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1012","1.2730246637797642E+0","3.2506914280118759E-20","-6.1205052111439455E-34","2.8534106450846388E-13","-8.2102770815598924E-1","3.9222720003887267E-33","2.5690193229907798E+0","1.8558483718239881E+1","8.2263333549676943E+1","3.2887058355201200E+0","1.215058560962404E-2"
"1011","1.2732196425072762E+0","2.2262800149840882E-21","6.8446097312504746E-35","4.2605230110986585E-13","-8.2134641787799234E-1","6.2321771744720628E-34","2.5687009289427398E+0","1.8558942150839528E+1","8.2265365622686090E+1","3.2821574715873298E+0","1.215058560962404E-2"
"1010","1.2734206135180690E+0","3.2506908125539607E-20","-2.7772661159359307E-34","5.7723749480539566E-13","-8.2167504226671462E-1","1.0683715506318524E-33","2.5683725770832200E+0","1.8559414104823613E+1","8.2267457631311501E+1","3.2754238333490000E+0","1.215058560962404E-2"
"1009","1.2736158345920534E+0","2.2262788339898833E-21","1.7975777162209503E-33","1.1342463603485956E-13","-8.2199438061357510E-1","-9.9995072644789038E-33","2.5680534518348299E+0","1.8559872005133041E+1","8.2269487344862398E+1","3.2688983444478299E+0","1.215058560962404E-2"
"1008","1.2738170561291891E+0","3.2506906574575957E-20","-3.8047813400240391E-34","3.2132379385738935E-13","-8.2232365393453577E-1","2.5668799941165963E-33","2.5677243446300602E+0","1.8560343412888798E+1","8.2271576932246717E+1","3.2621882295774198E+0","1.215058560962404E-2"
"1007","1.2740125212704321E+0","2.2262699777450334E-21","-2.1673140359087463E-34","1.8622917649923097E-13","-8.2264362360432941E-1","7.4971266453919264E-34","2.5674044840242898E+0","1.8560800784941065E+1","8.2273604304216491E+1","3.2556855404391500E+0","1.215058560962404E-2"
"1006","1.2742139951048532E+0","3.2506905533329985E-20","9.8547568901186473E-34","1.3951798088062351E-13","-8.2297354863732819E-1","-6.8641817121916657E-33","2.5670746171882102E+0","1.8561271650609019E+1","8.2275691488713250E+1","3.2489988721949299E+0","1.215058560962404E-2"
"1005","1.2744097060309900E+0","2.2262770596711182E-21","1.4379528520021338E-33","-5.8639454848254937E-14","-8.2329415232911796E-1","-7.3604284073348026E-33","2.5667540170604299E+0","1.8561728498410378E+1","8.2277716536860240E+1","3.2425189061611901E+0","1.215058560962404E-2"
"1004","1.2746114339302992E+0","3.2506900515720313E-20","9.6844571460432684E-34","7.9451574601800312E-14","-8.2362473185449991E-1","-2.2356727058289086E-33","2.5664233862997499E+0","1.8562198826103852E+1","8.2279801336702363E+1","3.2358556071787201E+0","1.215058560962404E-2"
"1003","1.2748073923555721E+0","2.2262781869469721E-21","-2.6286404673087993E-34","2.5003617841391638E-13","-8.2394597226740018E-1","1.7034793934376262E-33","2.5661020424788901E+0","1.8562655153634033E+1","8.2281824078667341E+1","3.2293982904910101E+0","1.215058560962404E-2"
"1002","1.2750093760838708E+0","3.2506899713177265E-20","-2.9107738051855336E-34","3.5172737206378212E-13","-8.2427720906571222E-1","1.6378632987747261E-33","2.5657706434933698E+0","1.8563124947438968E+1","8.2283906511966407E+1","3.2227582854577101E+0","1.215058560962404E-2"
"1001","1.2752055837191425E+0","2.2262731055215000E-21","-4.4145396471543302E-34","8.2910103563225239E-14","-8.2459908889920508E-1","2.2261982213612810E-33","2.5654485518012700E+0","1.8563580758651533E+1","8.2285926965274129E+1","3.2163235452065200E+0","1.215058560962404E-2"
"1000","1.2754078250369447E+0","3.2506897515170956E-20","1.5448346758506502E-34","2.3612643001653828E-13","-8.2493098575097557E-1","-2.3400095844078949E-33","2.5651163802838601E+0","1.8564050022626908E+1","8.2288007050022173E+1","3.2097067579044500E+0","1.215058560962404E-2"
"999","1.2756042835895127E+0","2.2262776077588340E-21","5.9409190616970705E-34","-3.4273056413507881E-14","-8.2525350770420702E-1","-1.6110385176889615E-33","2.5647935365361398E+0","1.8564505321449328E+1","8.2290025232081774E+1","3.2032945223314599E+0","1.215058560962404E-2"
"998","1.2758067842536220E+0","3.2506898022869056E-20","-5.7321879991894954E-34","7.9009096995050632E-13","-8.2558606738959206E-1","1.9596783871993437E-33","2.5644605881732900E+0","1.8564974059627200E+1","8.2292102986151505E+1","3.1967008802140202E+0","1.215058560962404E-2"
"997","1.2760034954271455E+0","2.2262796696519454E-21","3.9403452260326194E-34","6.2673057559912355E-13","-8.2590923416133322E-1","-2.3108455695639939E-33","2.5641369881791700E+0","1.8565428849960551E+1","8.2294118914255108E+1","3.1903110766576499E+0","1.215058560962404E-2"
"996","1.2762062571907258E+0","3.2506900808545202E-20","-5.2059706062042058E-35","-2.0133218039919441E-12","-8.2624245946092612E-1","-8.3674038880232069E-34","2.5638032586494401E+0","1.8565897066347009E+1","8.2296194355404140E+1","3.1837405059938102E+0","1.215058560962404E-2"
"995","1.2764032226850761E+0","2.2262826221374998E-21","-3.5402657237302538E-34","-1.9727190358290761E-12","-8.2656627374919611E-1","1.9296209966488178E-33","2.5634788982121099E+0","1.8566351352066661E+1","8.2298208046729897E+1","3.1773730656770902E+0","1.215058560962404E-2"
"994","1.2766062472969515E+0","3.2506902179370907E-20","1.0434980901684528E-33","-1.5860497001400087E-12","-8.2690016744032402E-1","-5.9226107371830134E-33","2.5631443831914398E+0","1.8566819050638703E+1","8.2300281192586894E+1","3.1708254934917002E+0","1.215058560962404E-2"
"993","1.2768034688081564E+0","2.2262815780643051E-21","2.8004389666814766E-34","-1.4651646858169153E-12","-8.2722463194225659E-1","-2.0173481400506852E-33","2.5628192581080600E+0","1.8567272835593933E+1","8.2302292664197324E+1","3.1644803456241202E+0","1.215058560962404E-2"
"992","1.2770067580134481E+0","3.2506903591797854E-20","1.0722859468200907E-34","-2.0154892498341942E-12","-8.2755919680335432E-1","-2.2678694960979311E-33","2.5624839532630701E+0","1.8567740020304335E+1","8.2304363532283574E+1","3.1579557023248399E+0","1.215058560962404E-2"
"991","1.2772042372335222E+0","2.2262807460369061E-21","4.0554408166575066E-34","-1.8665060372031460E-12","-8.2788431421480380E-1","-1.9460896725038381E-33","2.5621580593251698E+0","1.8568193308318939E+1","8.2306372801128234E+1","3.1516327785856699E+0","1.215058560962404E-2"
"990","1.2774077927730210E+0","3.2506909980233291E-20","-1.1554404171972593E-33","-1.6667361053950614E-12","-8.2821955302175898E-1","1.0053956162808992E-32","2.5618219603184000E+0","1.8568659983093134E+1","8.2308441408843805E+1","3.1451309928832698E+0","1.215058560962404E-2"
"989","1.2776055313898673E+0","2.2262779922686770E-21","-4.6097451777877563E-34","-1.5974607828301046E-12","-8.2854532603698594E-1","2.3408912051710116E-33","2.5614952933121300E+0","1.8569112777965064E+1","8.2310448491757725E+1","3.1388302252210201E+0","1.215058560962404E-2"
"988","1.2778093550001457E+0","3.2506904844281808E-20","4.5599629920304324E-34","-1.7486424651393297E-12","-8.2888124156452025E-1","-2.0037476704116713E-33","2.5611583957997599E+0","1.8569578946702443E+1","8.2312514856387281E+1","3.1323512288687101E+0","1.215058560962404E-2"
"987","1.2780073546974249E+0","2.2262766630444073E-21","-5.1266247375237014E-35","-1.8279816596210150E-12","-8.2920767287593533E-1","-1.0179193330945599E-33","2.5608309515060599E+0","1.8570031252204277E+1","8.2314519770092971E+1","3.1260725512679199E+0","1.215058560962404E-2"
"986","1.2782114481105846E+0","3.2506907995080471E-20","-5.3224033216531534E-34","-1.7128681487583287E-12","-8.2954426789636038E-1","4.9218888864409836E-33","2.5604932511395999E+0","1.8570496918777760E+1","8.2316583908803821E+1","3.1196162747645202E+0","1.215058560962404E-2"
"985","1.2784097105676056E+0","2.2262808716488256E-21","1.2969816919797709E-34","-2.3495374137714665E-12","-8.2987136019431262E-1","9.7227782618800750E-34","2.5601650253343200E+0","1.8570948738656760E+1","8.2318586669911610E+1","3.1133596205558400E+0","1.215058560962404E-2"
"984","1.2786140755111928E+0","3.2506907091563335E-20","-5.1183962770679454E-34","-2.1450920479675680E-12","-8.3020863747763762E-1","4.3078576573454535E-33","2.5598265177601398E+0","1.8571413906913179E+1","8.2320648599755415E+1","3.1069259972699999E+0","1.215058560962404E-2"
"983","1.2788126024028155E+0","2.2262890816587762E-21","1.8056327912599600E-34","-2.1259100834944908E-12","-8.3053639344998587E-1","-1.2747530938057215E-33","2.5594975062145302E+0","1.8571865244891367E+1","8.2322649224763751E+1","3.1006913019424700E+0","1.215058560962404E-2"
"982","1.2790172405997273E+0","3.2506914038991837E-20","7.6274889688981181E-34","-3.0978277186458149E-13","-8.3087435576356461E-1","-3.3056546837213876E-33","2.5591581870743099E+0","1.8572329918652130E+1","8.2324708962679509E+1","3.0942802647080301E+0","1.215058560962404E-2"
